series,days,rs_from,rs_to,n,hit,mean,median,n_2021,hit_2021,mean_2021,n_2022,hit_2022,mean_2022,n_2023,hit_2023,mean_2023,n_2024,hit_2024,mean_2024,n_2025,hit_2025,mean_2025,n_2026,hit_2026,mean_2026
roc_63_126_252_w112,40,40,90,750,0.4706666666666667,0.07475189025610558,-0.014795512895858565,106,0.18867924528301888,-0.13642539443963062,159,0.39622641509433965,0.008978345371488883,226,0.4557522123893805,0.015569857298427895,142,0.6126760563380281,0.18791334883280866,97,0.7216494845360825,0.3047084074361264,20,0.5,0.4725707621091103
roc_63_126_252_w112,40,40,95,315,0.473015873015873,0.10738128008304523,-0.01094484277359653,38,0.3684210526315789,-0.04992633932573957,72,0.4166666666666667,0.002743837371600886,100,0.47,0.02418883063069271,68,0.45588235294117646,0.20314901803129215,32,0.6875,0.5687836930187721,5,1.0,0.21813067279684845
roc_63_126_252_w211,10,20,85,202,0.4207920792079208,0.05601194801696056,-0.04913937375478178,26,0.19230769230769232,-0.24108478657056492,44,0.3181818181818182,-0.08848672963905853,69,0.4927536231884058,0.14565921100127277,44,0.45454545454545453,0.16955346036995442,17,0.5882352941176471,0.1953720304706895,2,1.0,0.32193586050588074
roc_63_126_252_w211,10,20,90,131,0.4198473282442748,0.0714355292391088,-0.05902942543986778,16,0.1875,-0.21257219726994916,29,0.2413793103448276,-0.12980260427443804,46,0.5652173913043478,0.14271409903514568,29,0.5172413793103449,0.28541327089233165,10,0.3,0.1467785534897728,1,1.0,0.21386606420909948
roc_63_126_252_w211,10,20,95,61,0.5081967213114754,0.1265674039790259,0.021004075098670416,10,0.4,-0.10661529669846459,14,0.2857142857142857,-0.013854547313266416,16,0.5625,0.1057087336218899,16,0.6875,0.3646682485128941,4,0.5,0.3102076234313282,1,1.0,0.21386606420909948
roc_63_126_252_w211,10,30,85,326,0.4233128834355828,0.03336997750985799,-0.04990204952005617,43,0.27906976744186046,-0.18170130101354087,80,0.3125,-0.0928130775733282,100,0.47,0.09036631776545198,66,0.45454545454545453,0.14863290418792213,30,0.6333333333333333,0.20213082264713392,7,0.7142857142857143,0.1964639329196308
roc_63_126_252_w211,10,30,90,197,0.40609137055837563,0.043407431120666286,-0.06470749633188833,21,0.19047619047619047,-0.18646393724428098,49,0.22448979591836735,-0.15959180197366632,68,0.5441176470588235,0.1257842259783366,41,0.4634146341463415,0.23823838921850504,17,0.47058823529411764,0.10306103064212446,1,1.0,0.21386606420909948
roc_63_126_252_w211,10,30,95,79,0.4810126582278481,0.16037552608863692,-0.02002403901321803,12,0.3333333333333333,-0.13300684839559987,17,0.23529411764705882,-0.05769212267551481,23,0.5652173913043478,0.16930042430751402,21,0.6666666666666666,0.47494522999643796,5,0.4,0.2329778348052293,1,1.0,0.21386606420909948
roc_63_126_252_w211,10,40,85,507,0.4516765285996055,0.03442507967462792,-0.03651036660321483,63,0.2857142857142857,-0.15304797749909363,123,0.34959349593495936,-0.07756876007521987,154,0.487012987012987,0.07350454068210001,102,0.5196078431372549,0.1407938472753983,52,0.6346153846153846,0.19192726544667635,13,0.5384615384615384,0.08716216631862703
roc_63_126_252_w211,10,40,90,285,0.4245614035087719,0.04398244795863164,-0.05538827040887251,30,0.2,-0.16217297563257974,78,0.2948717948717949,-0.10395056042817241,88,0.5113636363636364,0.0872765942438743,52,0.5,0.232020556554418,33,0.5454545454545454,0.15055572592184396,4,0.75,0.1986456152183329
roc_63_126_252_w211,10,40,95,107,0.4392523364485981,0.10986093335048293,-0.04560359796198454,12,0.3333333333333333,-0.13300684839559987,32,0.25,-0.06522196153519383,31,0.5161290322580645,0.12321379486512933,23,0.6521739130434783,0.4358472934419759,8,0.375,0.17254042052268953,1,1.0,0.21386606420909948
roc_63_126_252_w211,20,20,85,510,0.45294117647058824,0.052274855088911575,-0.03651036660321483,52,0.25,-0.16849005407500972,124,0.3951612903225806,-0.03478000368145194,164,0.45121951219512196,0.08525806179461583,103,0.49514563106796117,0.11227679796108406,56,0.6785714285714286,0.24591913921605255,11,0.5454545454545454,0.03782502212162254
roc_63_126_252_w211,20,20,90,324,0.48148148148148145,0.08696905433282714,-0.018911429963843596,27,0.14814814814814814,-0.18410935243420784,88,0.375,-0.04342241152767452,107,0.5327102803738317,0.10729861784143879,61,0.5245901639344263,0.23851881687066093,37,0.7027027027027027,0.25538237392925955,4,1.0,0.3725876401170237
roc_63_126_252_w211,20,20,95,146,0.4726027397260274,0.13183896341339707,-0.016239122432719966,17,0.23529411764705882,-0.16489809603867167,35,0.3142857142857143,0.012275245981039434,57,0.543859649122807,0.1508327321148669,31,0.6129032258064516,0.35364544533821285,5,0.6,0.3695564162871801,1,1.0,0.21386606420909948
roc_63_126_252_w211,20,30,85,863,0.46349942062572425,0.035763090594347735,-0.02554397643562334,98,0.30612244897959184,-0.13295220100898245,220,0.41818181818181815,-0.034052287885897696,249,0.43775100401606426,0.0426955830755927,166,0.5,0.09117800326224154,103,0.6796116504854369,0.22930220745489358,27,0.5925925925925926,0.08122330512413695
roc_63_126_252_w211,20,30,90,509,0.46168958742632615,0.06133721392197343,-0.027191126406157506,52,0.21153846153846154,-0.1548503241029543,142,0.33098591549295775,-0.059120171167891415,146,0.5,0.06113175229618563,94,0.5425531914893617,0.19352580533854757,61,0.6885245901639344,0.28004744615446364,14,0.7857142857142857,0.24774052092784465
roc_63_126_252_w211,20,30,95,197,0.45685279187817257,0.10574354475223037,-0.02280114761447205,23,0.17391304347826086,-0.1592955174542764,49,0.30612244897959184,-0.008326678063276095,69,0.5217391304347826,0.11096101601675974,42,0.5952380952380952,0.3040248802043998,13,0.6923076923076923,0.3280047157529204,1,1.0,0.21386606420909948
roc_63_126_252_w211,20,40,85,1291,0.46398140975987606,0.026820429780073766,-0.023475803257051342,149,0.3422818791946309,-0.09743477743964005,338,0.4171597633136095,-0.030155240294595213,349,0.4383954154727794,0.02865827920974667,248,0.532258064516129,0.09011593184307791,165,0.6121212121212121,0.16087711691838313,42,0.5,0.013823561677697816
