series,days,rs_from,rs_to,n,hit_rate,mean_excess,median_excess,p25_excess,mean_max_rel_dd,mean_min_rel
ibd_rs_prod,40,20,70,920,0.5347826086956522,0.11632207129077002,0.021522890546761264,-0.12561300978116083,-0.20994066473983558,-0.12883988685446485
ibd_rs_prod,40,20,80,508,0.5433070866141733,0.15738454095786036,0.03592739713974402,-0.13724446677015512,-0.22809779350244413,-0.13989746983203732
ibd_rs_prod,40,20,90,187,0.5668449197860963,0.23628624262068146,0.06820276225818445,-0.17487162402611045,-0.2586053349806391,-0.16050824912150985
ibd_rs_prod,40,30,70,2099,0.4997617913292044,0.07080566482603194,0.0026187759313776593,-0.11904238989627303,-0.18602204776687994,-0.11889622106475098
ibd_rs_prod,40,30,80,1101,0.51952770208901,0.0932892651566542,0.018375738819767173,-0.13585631883577687,-0.20421728897114333,-0.13114685697795336
ibd_rs_prod,40,30,90,316,0.620253164556962,0.2130329877438322,0.09952090659171708,-0.12481190552888599,-0.23550972676836954,-0.14042332740887048
ibd_rs_prod,40,40,70,2914,0.48284145504461223,0.05130778378968965,-0.008382941823125378,-0.12327116826870488,-0.17796590547645402,-0.11572093322957305
ibd_rs_prod,40,40,80,1520,0.5111842105263158,0.08064240287910444,0.011632263789767672,-0.13116574213400667,-0.1931565501124168,-0.1249715043307138
ibd_rs_prod,40,40,90,419,0.6229116945107399,0.1833195004170798,0.0975312145624273,-0.11732305698358003,-0.2258694232750838,-0.13387645361338538
ibd_roc_63_126_189_252_w2111,10,20,70,93,0.5591397849462365,0.22214825913543632,0.04219268773683127,-0.13088214109901852,-0.25777630022293846,-0.15000891997057578
ibd_roc_63_126_189_252_w2111,10,20,80,40,0.5,0.14860936059310656,-0.0037407235954354245,-0.1699706201967954,-0.2760875947314144,-0.15355568440485717
ibd_roc_63_126_189_252_w2111,10,20,90,17,0.5882352941176471,0.21458508886667851,0.10766563485380409,-0.2163978494623655,-0.3139918884258583,-0.16526620573002818
ibd_roc_63_126_189_252_w2111,10,30,70,200,0.625,0.21122128425307715,0.08376667717197162,-0.10501979697476671,-0.2310402175938598,-0.13584413800554507
ibd_roc_63_126_189_252_w2111,10,30,80,88,0.5795454545454546,0.19524967754283115,0.07437627429859783,-0.16273547568540603,-0.24633853471053876,-0.15374496907469878
ibd_roc_63_126_189_252_w2111,10,30,90,29,0.5862068965517241,0.3318227383920505,0.06505627062227526,-0.21771925206365839,-0.3330370067459777,-0.1979213355295426
ibd_roc_63_126_189_252_w2111,10,40,70,449,0.6102449888641426,0.1570077198895543,0.06485377211897142,-0.10135324010669347,-0.2148703078463382,-0.13108493003996827
ibd_roc_63_126_189_252_w2111,10,40,80,149,0.5771812080536913,0.16855931881804936,0.06948004748335768,-0.15206399039952728,-0.23806173940241404,-0.15114792811032823
ibd_roc_63_126_189_252_w2111,10,40,90,41,0.6097560975609756,0.29615731632932163,0.06505627062227526,-0.2163978494623655,-0.3255901262233156,-0.20592934387875958
ibd_roc_63_126_189_252_w2111,20,20,70,269,0.6282527881040892,0.20631880330508617,0.07172356251161571,-0.10960462474704402,-0.2313158967546603,-0.13182668484295945
ibd_roc_63_126_189_252_w2111,20,20,80,126,0.5714285714285714,0.20531195084946077,0.06775287777633165,-0.15317132653875168,-0.2533453898546674,-0.1547218841129904
ibd_roc_63_126_189_252_w2111,20,20,90,41,0.6585365853658537,0.42711902621938846,0.14074095797992614,-0.12629233314675492,-0.291304003892848,-0.17184444760109435
ibd_roc_63_126_189_252_w2111,20,30,70,532,0.5939849624060151,0.16242010493437825,0.06740973695202745,-0.12990817058945225,-0.2157861487662117,-0.12914028132337982
ibd_roc_63_126_189_252_w2111,20,30,80,231,0.6103896103896104,0.20349319431446744,0.09288356105373274,-0.15095665426030289,-0.2368883650449274,-0.14409980467923292
ibd_roc_63_126_189_252_w2111,20,30,90,69,0.6666666666666666,0.35865872761955864,0.10580764878931892,-0.11460431635139756,-0.2754282528993432,-0.15782657323643032
ibd_roc_63_126_189_252_w2111,20,40,70,1001,0.5544455544455544,0.10068141665880649,0.03714238501486844,-0.13142228680468304,-0.20263295771380804,-0.126976468351416
ibd_roc_63_126_189_252_w2111,20,40,80,373,0.6112600536193029,0.16595864733109658,0.0870580861759761,-0.14153032744144622,-0.22354407723607697,-0.13727140675231025
ibd_roc_63_126_189_252_w2111,20,40,90,119,0.6386554621848739,0.26304670223787197,0.10256885869421106,-0.11814382566484749,-0.26504003692028355,-0.1533030372965025
ibd_roc_63_126_189_252_w2111,30,20,70,472,0.5932203389830508,0.17402504788846004,0.05886081831595508,-0.11315241683887725,-0.2193912656792297,-0.1297604329465362
ibd_roc_63_126_189_252_w2111,30,20,80,253,0.5691699604743083,0.18503964064758363,0.05766607788154521,-0.16505382018290637,-0.24311606823329887,-0.1477001478715961
ibd_roc_63_126_189_252_w2111,30,20,90,93,0.7204301075268817,0.4128617036819526,0.15003324185205447,-0.04276739438877131,-0.26726678950574445,-0.13960338797199506
ibd_roc_63_126_189_252_w2111,30,30,70,865,0.5653179190751445,0.12183734652794524,0.04345914861058542,-0.1155143466110436,-0.20232463122031172,-0.12512765641283322
ibd_roc_63_126_189_252_w2111,30,30,80,399,0.5864661654135338,0.15903059743790257,0.06685066079576985,-0.154488265406615,-0.22336808536335534,-0.13685006914622894
